event_file;eeg_file;total_votes_received;fraction_of_yes;Mode
Bonobo04650_0_40746;Bonobo04650_0;8;1.0;Test
Bonobo04650_0_41682;Bonobo04650_0;8;0.875;Test
Bonobo04650_0_45886;Bonobo04650_0;8;0.875;Test
Bonobo04650_0_46082;Bonobo04650_0;8;1.0;Test
Bonobo04650_0_48238;Bonobo04650_0;8;1.0;Test
Bonobo04650_0_48345;Bonobo04650_0;8;0.875;Test
Bonobo04650_0_51261;Bonobo04650_0;8;1.0;Test
Bonobo04650_0_51345;Bonobo04650_0;8;0.875;Test
Bonobo04650_0_80302;Bonobo04650_0;8;1.0;Test
Bonobo04650_0_82844;Bonobo04650_0;8;1.0;Test
Bonobo04650_0_83608;Bonobo04650_0;8;1.0;Test
Bonobo04651_0_102892;Bonobo04651_0;8;0.75;Train
Bonobo04651_0_119567;Bonobo04651_0;8;0.75;Train
Bonobo04651_0_127146;Bonobo04651_0;8;0.75;Train
Bonobo04651_0_134104;Bonobo04651_0;8;0.875;Train
Bonobo04651_0_136403;Bonobo04651_0;8;0.875;Train
Bonobo04651_0_144779;Bonobo04651_0;8;0.75;Train
Bonobo04651_0_15349;Bonobo04651_0;8;0.75;Train
Bonobo04651_0_157296;Bonobo04651_0;8;0.75;Train
Bonobo04651_0_168077;Bonobo04651_0;8;0.625;Train
Bonobo04651_0_171728;Bonobo04651_0;8;0.75;Train
Bonobo04651_0_173035;Bonobo04651_0;8;0.875;Train
Bonobo04651_0_27261;Bonobo04651_0;8;0.5;Train
Bonobo04651_0_28736;Bonobo04651_0;8;0.75;Train
Bonobo04651_0_32797;Bonobo04651_0;8;0.875;Train
Bonobo04651_0_40451;Bonobo04651_0;8;0.75;Train
Bonobo04651_0_45928;Bonobo04651_0;8;0.875;Train
Bonobo04651_0_48440;Bonobo04651_0;8;0.5;Train
Bonobo04651_0_55057;Bonobo04651_0;8;0.75;Train
Bonobo04651_0_5915;Bonobo04651_0;8;0.875;Train
Bonobo04651_0_64877;Bonobo04651_0;8;0.75;Train
Bonobo04651_0_68888;Bonobo04651_0;8;0.625;Train
Bonobo04651_0_84409;Bonobo04651_0;8;0.75;Train
Bonobo04651_0_85152;Bonobo04651_0;8;0.625;Train
Bonobo04651_0_88571;Bonobo04651_0;8;1.0;Train
Bonobo04651_0_88655;Bonobo04651_0;8;0.875;Train
Bonobo04651_0_90463;Bonobo04651_0;8;0.875;Train
Bonobo04651_1_1288;Bonobo04651_1;18;0.3888888888888889;Train
Bonobo04651_1_1319;Bonobo04651_1;15;0.4666666666666667;Train
Bonobo04651_1_2035;Bonobo04651_1;12;0.1666666666666666;Train
Bonobo04651_1_2073;Bonobo04651_1;3;0.3333333333333333;Train
Bonobo04651_1_2440;Bonobo04651_1;15;0.6666666666666666;Train
Bonobo04651_1_3177;Bonobo04651_1;18;0.2777777777777778;Train
Bonobo04651_1_324;Bonobo04651_1;12;0.0833333333333333;Train
Bonobo04651_1_3583;Bonobo04651_1;18;0.6111111111111112;Train
Bonobo04651_1_684;Bonobo04651_1;18;1.0;Train
Bonobo04656_0_111640;Bonobo04656_0;8;0.25;Train
Bonobo04656_0_157254;Bonobo04656_0;8;0.125;Train
Bonobo04656_0_208730;Bonobo04656_0;8;1.0;Train
Bonobo04656_0_208732;Bonobo04656_0;8;1.0;Train
Bonobo04656_0_208755;Bonobo04656_0;8;0.875;Train
Bonobo04656_0_208756;Bonobo04656_0;8;0.875;Train
Bonobo04656_0_208757;Bonobo04656_0;8;0.875;Train
Bonobo04656_0_94560;Bonobo04656_0;8;0.25;Train
Bonobo04656_0_94563;Bonobo04656_0;8;0.25;Train
Bonobo04659_0_5780;Bonobo04659_0;3;0.0;Train
Bonobo04659_0_7678;Bonobo04659_0;3;0.0;Train
Bonobo04660_0_105356;Bonobo04660_0;8;0.625;Train
Bonobo04660_0_108689;Bonobo04660_0;8;0.75;Train
Bonobo04660_0_11288;Bonobo04660_0;8;0.625;Train
Bonobo04660_0_11540;Bonobo04660_0;8;0.75;Train
Bonobo04660_0_122388;Bonobo04660_0;8;0.125;Train
Bonobo04660_0_124524;Bonobo04660_0;8;0.875;Train
Bonobo04660_0_154578;Bonobo04660_0;8;0.5;Train
Bonobo04660_0_156183;Bonobo04660_0;8;0.25;Train
Bonobo04660_0_35225;Bonobo04660_0;8;0.625;Train
Bonobo04660_0_3814;Bonobo04660_0;8;0.5;Train
Bonobo04660_0_48620;Bonobo04660_0;8;0.125;Train
Bonobo04660_0_58221;Bonobo04660_0;8;0.375;Train
Bonobo04660_0_83967;Bonobo04660_0;8;0.75;Train
Bonobo04660_0_85882;Bonobo04660_0;8;0.5;Train
Bonobo04666_0_675;Bonobo04666_0;12;0.4166666666666667;Train
Bonobo04669_0_2337;Bonobo04669_0;12;0.0;Train
Bonobo04670_0_2920;Bonobo04670_0;12;0.0833333333333333;Train
Bonobo04670_0_550;Bonobo04670_0;15;0.4;Train
Bonobo04670_0_615;Bonobo04670_0;12;0.6666666666666666;Train
Bonobo04672_0_3553;Bonobo04672_0;15;0.1333333333333333;Train
Bonobo04674_0_1320;Bonobo04674_0;3;0.0;Train
Bonobo04678_0_122156;Bonobo04678_0;8;0.25;Train
Bonobo04683_0_204599;Bonobo04683_0;8;0.5;Val
Bonobo04683_0_253623;Bonobo04683_0;8;0.375;Val
Bonobo04683_0_289968;Bonobo04683_0;8;0.5;Val
Bonobo04683_0_310841;Bonobo04683_0;8;0.125;Val
Bonobo04683_0_354982;Bonobo04683_0;8;0.25;Val
Bonobo04683_0_357927;Bonobo04683_0;8;0.25;Val
Bonobo04686_0_117214;Bonobo04686_0;8;0.5;Train
Bonobo04686_0_14113;Bonobo04686_0;8;0.625;Train
Bonobo04686_0_153235;Bonobo04686_0;8;0.5;Train
Bonobo04686_0_16890;Bonobo04686_0;8;0.5;Train
Bonobo04686_0_17844;Bonobo04686_0;8;0.5;Train
Bonobo04686_0_21361;Bonobo04686_0;8;0.5;Train
Bonobo04686_0_2713;Bonobo04686_0;8;0.25;Train
Bonobo04686_0_35052;Bonobo04686_0;8;0.75;Train
Bonobo04686_0_74639;Bonobo04686_0;8;0.25;Train
Bonobo04688_0_2433;Bonobo04688_0;18;0.5555555555555556;Train
Bonobo04695_1_19347;Bonobo04695_1;8;0.875;Train
Bonobo04695_1_22955;Bonobo04695_1;8;1.0;Train
Bonobo04695_1_39117;Bonobo04695_1;8;1.0;Train
Bonobo04695_1_40521;Bonobo04695_1;8;0.875;Train
Bonobo04695_1_42880;Bonobo04695_1;8;1.0;Train
Bonobo04695_1_43243;Bonobo04695_1;8;1.0;Train
Bonobo04695_1_44361;Bonobo04695_1;8;1.0;Train
Bonobo04695_1_46012;Bonobo04695_1;8;1.0;Train
Bonobo04695_1_47872;Bonobo04695_1;8;1.0;Train
Bonobo04695_1_4890;Bonobo04695_1;8;1.0;Train
Bonobo04695_1_52244;Bonobo04695_1;8;1.0;Train
Bonobo04695_1_55239;Bonobo04695_1;8;1.0;Train
Bonobo04699_0_51;Bonobo04699_0;12;0.0;Test
Bonobo04699_0_53;Bonobo04699_0;12;0.0;Test
Bonobo04700_0_112850;Bonobo04700_0;8;0.625;Train
Bonobo04700_0_159479;Bonobo04700_0;8;0.25;Train
Bonobo04700_0_23342;Bonobo04700_0;8;0.25;Train
Bonobo04700_0_45580;Bonobo04700_0;8;0.5;Train
Bonobo04701_0_109927;Bonobo04701_0;8;1.0;Val
Bonobo04701_0_111423;Bonobo04701_0;8;0.875;Val
Bonobo04701_0_127656;Bonobo04701_0;8;0.625;Val
Bonobo04701_0_140253;Bonobo04701_0;8;1.0;Val
Bonobo04701_0_172006;Bonobo04701_0;8;1.0;Val
Bonobo04701_0_268353;Bonobo04701_0;8;1.0;Val
Bonobo04701_0_268417;Bonobo04701_0;8;1.0;Val
Bonobo04701_0_268816;Bonobo04701_0;8;1.0;Val
Bonobo04701_0_78537;Bonobo04701_0;8;1.0;Val
Bonobo04701_0_78605;Bonobo04701_0;8;1.0;Val
Bonobo04701_0_85706;Bonobo04701_0;8;0.75;Val
Bonobo04705_1_107924;Bonobo04705_1;8;0.625;Train
Bonobo04705_1_145793;Bonobo04705_1;8;0.25;Train
Bonobo04705_1_146378;Bonobo04705_1;8;0.75;Train
Bonobo04705_1_155671;Bonobo04705_1;8;0.125;Train
Bonobo04705_1_98639;Bonobo04705_1;8;0.625;Train
Bonobo04706_0_26;Bonobo04706_0;3;0.0;Train
Bonobo04706_0_31;Bonobo04706_0;3;0.0;Train
Bonobo04708_0_1241;Bonobo04708_0;18;0.6666666666666666;Train
Bonobo04708_0_1883;Bonobo04708_0;3;0.3333333333333333;Train
Bonobo04708_0_2907;Bonobo04708_0;3;0.0;Train
Bonobo04708_1_10305;Bonobo04708_1;8;0.375;Train
Bonobo04708_1_113411;Bonobo04708_1;8;0.375;Train
Bonobo04708_1_142513;Bonobo04708_1;8;0.625;Train
Bonobo04708_1_164290;Bonobo04708_1;8;0.75;Train
Bonobo04708_1_18780;Bonobo04708_1;8;0.5;Train
Bonobo04708_1_19529;Bonobo04708_1;8;0.75;Train
Bonobo04708_1_21594;Bonobo04708_1;8;0.375;Train
Bonobo04708_1_41951;Bonobo04708_1;8;0.25;Train
Bonobo04708_1_42557;Bonobo04708_1;8;0.375;Train
Bonobo04708_1_5412;Bonobo04708_1;8;0.625;Train
Bonobo04708_1_80628;Bonobo04708_1;8;0.5;Train
Bonobo04708_1_87935;Bonobo04708_1;8;0.5;Train
Bonobo04711_0_207678;Bonobo04711_0;8;0.125;Train
Bonobo04711_0_225939;Bonobo04711_0;8;0.625;Train
Bonobo04711_0_251950;Bonobo04711_0;8;0.875;Train
Bonobo04711_0_265461;Bonobo04711_0;8;0.75;Train
Bonobo04711_0_276652;Bonobo04711_0;8;1.0;Train
Bonobo04711_0_283478;Bonobo04711_0;8;1.0;Train
Bonobo04711_0_285552;Bonobo04711_0;8;0.875;Train
Bonobo04711_0_331955;Bonobo04711_0;8;1.0;Train
Bonobo04714_1_154983;Bonobo04714_1;8;0.25;Train
Bonobo04714_1_170853;Bonobo04714_1;8;0.75;Train
Bonobo04714_1_173905;Bonobo04714_1;8;0.125;Train
Bonobo04714_1_242007;Bonobo04714_1;8;0.75;Train
Bonobo04714_1_24981;Bonobo04714_1;8;0.25;Train
Bonobo04714_1_251024;Bonobo04714_1;8;0.875;Train
Bonobo04715_0_229577;Bonobo04715_0;8;0.125;Train
Bonobo04715_0_24839;Bonobo04715_0;8;0.75;Train
Bonobo04715_0_95331;Bonobo04715_0;8;0.875;Train
Bonobo04715_0_95334;Bonobo04715_0;8;0.375;Train
Bonobo04717_1_101481;Bonobo04717_1;8;0.5;Train
Bonobo04717_1_106126;Bonobo04717_1;8;0.375;Train
Bonobo04717_1_114498;Bonobo04717_1;8;0.125;Train
Bonobo04717_1_137965;Bonobo04717_1;8;0.5;Train
Bonobo04717_1_139251;Bonobo04717_1;8;0.75;Train
Bonobo04717_1_30779;Bonobo04717_1;8;0.25;Train
Bonobo04717_1_45793;Bonobo04717_1;8;0.25;Train
Bonobo04717_1_76211;Bonobo04717_1;8;0.25;Train
Bonobo04725_0_3362;Bonobo04725_0;12;0.6666666666666666;Test
Bonobo04728_0_1117;Bonobo04728_0;18;0.8888888888888888;Train
Bonobo04728_0_1552;Bonobo04728_0;15;0.7333333333333333;Train
Bonobo04728_0_3197;Bonobo04728_0;12;0.1666666666666666;Train
Bonobo04733_0_2856;Bonobo04733_0;12;0.4166666666666667;Train
Bonobo04733_0_3033;Bonobo04733_0;12;0.75;Train
Bonobo04741_0_1056;Bonobo04741_0;18;0.0;Train
Bonobo04741_0_1638;Bonobo04741_0;12;0.3333333333333333;Train
Bonobo04741_0_208;Bonobo04741_0;12;0.0833333333333333;Train
Bonobo04748_1_11205;Bonobo04748_1;8;0.125;Train
Bonobo04748_1_12362;Bonobo04748_1;8;0.5;Train
Bonobo04748_1_43009;Bonobo04748_1;8;0.25;Train
Bonobo04748_1_46650;Bonobo04748_1;8;0.375;Train
Bonobo04748_1_4892;Bonobo04748_1;8;0.125;Train
Bonobo04752_0_2393;Bonobo04752_0;15;0.6;Val
Bonobo04754_0_1934;Bonobo04754_0;15;0.0;Train
Bonobo04762_0_242545;Bonobo04762_0;8;0.125;Train
Bonobo04762_0_3584;Bonobo04762_0;8;0.0;Train
Bonobo04764_1_100291;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_100380;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_101656;Bonobo04764_1;8;0.75;Val
Bonobo04764_1_102457;Bonobo04764_1;8;0.75;Val
Bonobo04764_1_116761;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_116896;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_117106;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_117231;Bonobo04764_1;8;1.0;Val
Bonobo04764_1_118259;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_118420;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_119647;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_119726;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_119779;Bonobo04764_1;8;1.0;Val
Bonobo04764_1_119833;Bonobo04764_1;8;1.0;Val
Bonobo04764_1_119966;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_120200;Bonobo04764_1;8;1.0;Val
Bonobo04764_1_121889;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_121893;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_124864;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_125332;Bonobo04764_1;8;1.0;Val
Bonobo04764_1_125565;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_126132;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_126135;Bonobo04764_1;8;0.75;Val
Bonobo04764_1_140522;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_149128;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_149206;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_153320;Bonobo04764_1;8;0.75;Val
Bonobo04764_1_169990;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_192595;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_192843;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_193182;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_198673;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_199563;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_200185;Bonobo04764_1;8;0.625;Val
Bonobo04764_1_211070;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_211132;Bonobo04764_1;8;0.75;Val
Bonobo04764_1_215159;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_22988;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_24191;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_2811;Bonobo04764_1;8;0.75;Val
Bonobo04764_1_5483;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_55191;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_6240;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_65401;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_65533;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_65658;Bonobo04764_1;8;0.75;Val
Bonobo04764_1_77669;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_79563;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_79814;Bonobo04764_1;8;0.75;Val
Bonobo04764_1_80247;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_83666;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_83878;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_83932;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_84377;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_84555;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_86368;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_89108;Bonobo04764_1;8;1.0;Val
Bonobo04764_1_89235;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_89290;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_89536;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_89856;Bonobo04764_1;8;1.0;Val
Bonobo04764_1_90753;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_93680;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_94112;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_94162;Bonobo04764_1;8;0.75;Val
Bonobo04764_1_95756;Bonobo04764_1;8;0.875;Val
Bonobo04764_1_96403;Bonobo04764_1;8;0.75;Val
Bonobo04764_1_99879;Bonobo04764_1;8;0.875;Val
Bonobo04766_0_2230;Bonobo04766_0;12;0.0833333333333333;Train
Bonobo04772_1_121834;Bonobo04772_1;8;0.875;Train
Bonobo04772_1_136759;Bonobo04772_1;8;0.875;Train
Bonobo04772_1_154101;Bonobo04772_1;8;0.875;Train
Bonobo04772_1_158422;Bonobo04772_1;8;1.0;Train
Bonobo04772_1_16783;Bonobo04772_1;8;0.875;Train
Bonobo04772_1_3872;Bonobo04772_1;8;0.875;Train
Bonobo04772_1_3954;Bonobo04772_1;8;1.0;Train
Bonobo04772_1_56436;Bonobo04772_1;8;1.0;Train
Bonobo04772_1_94065;Bonobo04772_1;8;1.0;Train
Bonobo04772_1_97033;Bonobo04772_1;8;1.0;Train
Bonobo04774_0_2538;Bonobo04774_0;15;0.0;Train
Bonobo04777_0_2049;Bonobo04777_0;12;0.0;Train
Bonobo04777_0_2228;Bonobo04777_0;3;0.6666666666666666;Train
Bonobo04780_1_128184;Bonobo04780_1;8;0.25;Train
Bonobo04780_1_168083;Bonobo04780_1;8;0.5;Train
Bonobo04780_1_59416;Bonobo04780_1;8;0.125;Train
Bonobo04780_1_78292;Bonobo04780_1;8;0.375;Train
Bonobo04781_0_1740;Bonobo04781_0;12;0.0833333333333333;Train
Bonobo04781_0_1812;Bonobo04781_0;12;0.0;Train
Bonobo04781_0_2917;Bonobo04781_0;15;0.0666666666666666;Train
Bonobo04783_0_2276;Bonobo04783_0;12;0.0;Val
Bonobo04783_1_19272;Bonobo04783_1;8;1.0;Val
Bonobo04783_1_19277;Bonobo04783_1;8;1.0;Val
Bonobo04783_1_19359;Bonobo04783_1;8;1.0;Val
Bonobo04783_1_207641;Bonobo04783_1;8;1.0;Val
Bonobo04783_1_310971;Bonobo04783_1;8;1.0;Val
Bonobo04783_1_31604;Bonobo04783_1;8;1.0;Val
Bonobo04783_1_317895;Bonobo04783_1;8;1.0;Val
Bonobo04783_1_367413;Bonobo04783_1;8;1.0;Val
Bonobo04783_1_367533;Bonobo04783_1;8;1.0;Val
Bonobo04783_1_401272;Bonobo04783_1;8;1.0;Val
Bonobo04783_1_461770;Bonobo04783_1;8;1.0;Val
Bonobo04787_0_1558;Bonobo04787_0;12;0.5;Test
Bonobo04787_0_220;Bonobo04787_0;12;0.25;Test
Bonobo04788_1_245794;Bonobo04788_1;8;0.75;Val
Bonobo04788_1_261024;Bonobo04788_1;8;1.0;Val
Bonobo04788_1_353866;Bonobo04788_1;8;1.0;Val
Bonobo04788_1_353871;Bonobo04788_1;8;1.0;Val
Bonobo04788_1_91864;Bonobo04788_1;8;0.75;Val
Bonobo04792_0_124843;Bonobo04792_0;8;0.875;Train
Bonobo04792_0_152704;Bonobo04792_0;8;0.875;Train
Bonobo04792_0_181189;Bonobo04792_0;8;0.75;Train
Bonobo04792_0_183048;Bonobo04792_0;8;0.875;Train
Bonobo04792_0_185297;Bonobo04792_0;8;1.0;Train
Bonobo04792_0_195742;Bonobo04792_0;8;0.75;Train
Bonobo04792_0_52533;Bonobo04792_0;8;0.75;Train
Bonobo04792_0_52753;Bonobo04792_0;8;0.75;Train
Bonobo04792_0_72543;Bonobo04792_0;8;0.875;Train
Bonobo04792_0_73029;Bonobo04792_0;8;0.75;Train
Bonobo04792_0_73106;Bonobo04792_0;8;0.75;Train
Bonobo04792_0_8953;Bonobo04792_0;8;1.0;Train
Bonobo04792_0_9082;Bonobo04792_0;8;0.75;Train
Bonobo04795_0_2422;Bonobo04795_0;12;0.5;Train
Bonobo04795_0_2487;Bonobo04795_0;18;0.3333333333333333;Train
Bonobo04795_0_871;Bonobo04795_0;18;0.2222222222222222;Train
Bonobo04795_0_887;Bonobo04795_0;18;0.2777777777777778;Train
Bonobo04800_1_21508;Bonobo04800_1;8;0.75;Train
Bonobo04800_1_98349;Bonobo04800_1;8;0.625;Train
Bonobo04800_1_98356;Bonobo04800_1;8;0.875;Train
Bonobo04801_0_1287;Bonobo04801_0;12;0.0;Test
Bonobo04801_0_1984;Bonobo04801_0;3;0.3333333333333333;Test
Bonobo04803_0_225534;Bonobo04803_0;8;0.5;Val
Bonobo04807_0_1462;Bonobo04807_0;18;0.1111111111111111;Train
Bonobo04815_0_1292;Bonobo04815_0;12;0.0;Val
Bonobo04815_0_2290;Bonobo04815_0;12;0.0;Val
Bonobo04816_0_109440;Bonobo04816_0;8;0.5;Train
Bonobo04817_0_168670;Bonobo04817_0;8;0.25;Train
Bonobo04817_0_80961;Bonobo04817_0;8;0.375;Train
Bonobo04818_0_102560;Bonobo04818_0;8;0.75;Train
Bonobo04818_0_12251;Bonobo04818_0;8;0.875;Train
Bonobo04818_0_124884;Bonobo04818_0;8;0.5;Train
Bonobo04818_0_160226;Bonobo04818_0;8;0.625;Train
Bonobo04818_0_179712;Bonobo04818_0;8;0.625;Train
Bonobo04818_0_20631;Bonobo04818_0;8;0.625;Train
Bonobo04818_0_3259;Bonobo04818_0;8;0.75;Train
Bonobo04818_0_36312;Bonobo04818_0;8;0.75;Train
Bonobo04818_0_42586;Bonobo04818_0;8;0.875;Train
Bonobo04818_0_4887;Bonobo04818_0;8;0.625;Train
Bonobo04818_0_4974;Bonobo04818_0;8;0.875;Train
Bonobo04818_0_53263;Bonobo04818_0;8;0.5;Train
Bonobo04818_0_76941;Bonobo04818_0;8;0.25;Train
Bonobo04818_0_95924;Bonobo04818_0;8;0.875;Train
Bonobo04818_0_99574;Bonobo04818_0;8;0.5;Train
Bonobo04818_0_9994;Bonobo04818_0;8;0.75;Train
Bonobo04823_0_128;Bonobo04823_0;18;0.0;Train
Bonobo04823_0_1595;Bonobo04823_0;12;0.0;Train
Bonobo04833_0_127489;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_133219;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_146606;Bonobo04833_0;8;0.875;Train
Bonobo04833_0_152690;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_153864;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_157298;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_160684;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_163809;Bonobo04833_0;8;0.875;Train
Bonobo04833_0_178747;Bonobo04833_0;8;0.875;Train
Bonobo04833_0_181449;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_185247;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_196222;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_199191;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_199308;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_209736;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_212090;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_220732;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_234747;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_236426;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_242344;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_248556;Bonobo04833_0;8;0.75;Train
Bonobo04833_0_252341;Bonobo04833_0;8;0.875;Train
Bonobo04833_0_254153;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_254294;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_255494;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_265752;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_266687;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_267117;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_283576;Bonobo04833_0;8;1.0;Train
Bonobo04833_0_306445;Bonobo04833_0;8;1.0;Train
Bonobo04834_0_155015;Bonobo04834_0;8;0.0;Train
Bonobo04834_0_268426;Bonobo04834_0;8;0.5;Train
Bonobo04834_0_273392;Bonobo04834_0;8;0.375;Train
Bonobo04834_0_286152;Bonobo04834_0;8;0.875;Train
Bonobo04834_0_296930;Bonobo04834_0;8;0.875;Train
Bonobo04834_0_309274;Bonobo04834_0;8;1.0;Train
Bonobo04834_0_310251;Bonobo04834_0;8;0.75;Train
Bonobo04834_0_310588;Bonobo04834_0;8;0.375;Train
Bonobo04834_0_315976;Bonobo04834_0;8;0.25;Train
Bonobo04834_0_316931;Bonobo04834_0;8;0.25;Train
Bonobo04834_0_329429;Bonobo04834_0;8;0.625;Train
Bonobo04834_0_331886;Bonobo04834_0;8;0.75;Train
Bonobo04834_0_333822;Bonobo04834_0;8;0.625;Train
Bonobo04834_0_336226;Bonobo04834_0;8;0.625;Train
Bonobo04834_0_340116;Bonobo04834_0;8;1.0;Train
Bonobo04834_0_342868;Bonobo04834_0;8;1.0;Train
Bonobo04834_0_344862;Bonobo04834_0;8;0.625;Train
Bonobo04834_0_347033;Bonobo04834_0;8;1.0;Train
Bonobo04834_0_370820;Bonobo04834_0;8;0.375;Train
Bonobo04834_0_374259;Bonobo04834_0;8;0.5;Train
Bonobo04834_0_385729;Bonobo04834_0;8;0.875;Train
Bonobo04839_0_103703;Bonobo04839_0;8;0.375;Train
Bonobo04839_0_215974;Bonobo04839_0;8;0.125;Train
Bonobo04839_0_218497;Bonobo04839_0;8;0.375;Train
Bonobo04839_0_274282;Bonobo04839_0;8;0.25;Train
Bonobo04839_0_280814;Bonobo04839_0;8;0.125;Train
Bonobo04839_0_30987;Bonobo04839_0;8;0.375;Train
Bonobo04839_0_93111;Bonobo04839_0;8;0.5;Train
Bonobo04844_0_102173;Bonobo04844_0;8;0.5;Train
Bonobo04844_0_104136;Bonobo04844_0;8;0.625;Train
Bonobo04844_0_1180;Bonobo04844_0;8;0.75;Train
Bonobo04844_0_120739;Bonobo04844_0;8;0.875;Train
Bonobo04844_0_13962;Bonobo04844_0;8;1.0;Train
Bonobo04844_0_142028;Bonobo04844_0;8;0.875;Train
Bonobo04844_0_144501;Bonobo04844_0;8;0.875;Train
Bonobo04844_0_23360;Bonobo04844_0;8;0.875;Train
Bonobo04844_0_28939;Bonobo04844_0;8;1.0;Train
Bonobo04844_0_38232;Bonobo04844_0;8;0.875;Train
Bonobo04844_0_39074;Bonobo04844_0;8;1.0;Train
Bonobo04844_0_43681;Bonobo04844_0;8;1.0;Train
Bonobo04844_0_44802;Bonobo04844_0;8;0.875;Train
Bonobo04844_0_45273;Bonobo04844_0;8;0.875;Train
Bonobo04844_0_51383;Bonobo04844_0;8;1.0;Train
Bonobo04844_0_55739;Bonobo04844_0;8;0.875;Train
Bonobo04844_0_57824;Bonobo04844_0;8;1.0;Train
Bonobo04844_0_58396;Bonobo04844_0;8;0.75;Train
Bonobo04844_0_59780;Bonobo04844_0;8;1.0;Train
Bonobo04844_0_66665;Bonobo04844_0;8;1.0;Train
Bonobo04844_0_68278;Bonobo04844_0;8;0.125;Train
Bonobo04844_0_73662;Bonobo04844_0;8;0.5;Train
Bonobo04844_0_76441;Bonobo04844_0;8;0.875;Train
Bonobo04844_0_77895;Bonobo04844_0;8;1.0;Train
Bonobo04844_0_81600;Bonobo04844_0;8;0.75;Train
Bonobo04844_0_85125;Bonobo04844_0;8;1.0;Train
Bonobo04844_0_9369;Bonobo04844_0;8;0.875;Train
Bonobo04844_0_9405;Bonobo04844_0;8;1.0;Train
Bonobo04844_0_9463;Bonobo04844_0;8;1.0;Train
